Cell Line,Factor,Lab,Treatment,Antibody,Data Version,Quality,Table Name,Control
HCT+AC0-116,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHct116Pol24h8V0416101UniPk,NA
HCT+AC0-116,POLR2A,USC,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHct116Pol2UcdUniPk,UCDavis
HeLa+AC0-S3,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHelas3Pol2Pcr1xUniPk,NA
HeLa+AC0-S3,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaHelas3Pol2UniPk,NA
HeLa+AC0-S3,POLR2A,Yale,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Pol2UniPk,std
HeLa+AC0-S3,POLR2A,Stanford,None,Pol2(phosphoS2),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Pol2s2IggrabUniPk,IgG+AC0-rab
HepG2,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Pol24h8V0416102UniPk,NA
HepG2,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Pol2IggrabUniPk,IgG+AC0-rab
HepG2,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Pol2Pcr2xUniPk,NA
HepG2,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaHepg2Pol2UniPk,NA
HepG2,POLR2A,Stanford,None,Pol2(phosphoS2),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Pol2s2IggrabUniPk,IgG+AC0-rab
HUVEC,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk,NA
HUVEC,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk,NA
HUVEC,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaHuvecPol2UniPk,NA
HUVEC,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHuvecPol2UniPk,std
IMR90,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhImr90Pol2IggrabUniPk,IgG+AC0-rab
K562,POLR2A,Broad,None,Pol2(b),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadK562Pol2bUniPk,std
K562,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk,NA
K562,POLR2A,Yale,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Pol2UniPk,std
K562,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Pol2IggmusUniPk,IgG+AC0-mus
K562,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk,NA
K562,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaK562Pol2UniPk,NA
K562,POLR2A,Stanford,None,Pol2(phosphoS2),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Pol2s2IggrabUniPk,IgG+AC0-rab
MCF+AC0-7,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaMcf7Pol2UniPk,NA
PANC+AC0-1,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPanc1Pol24h8V0416101UniPk,NA
PBDE,POLR2A,USC,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhPbdePol2UcdUniPk,UCDavis
ProgFib,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaProgfibPol2UniPk,NA
Raji,POLR2A,USC,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhRajiPol2UcdUniPk,UCDavis
SK+AC0-N+AC0-MC,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk,NA
SK+AC0-N+AC0-SH,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshPol24h8V0416101UniPk,NA
U87,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk,NA
GM12878,POU2F2,HudsonAlpha,None,POU2F2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk,NA
GM12891,POU2F2,HudsonAlpha,None,POU2F2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Pou2f2Pcr1xUniPk,NA
H1+AC0-hESC,POU5F1,HudsonAlpha,None,POU5F1+AF8-(SC+AC0-9081),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescPou5f1sc9081V0416102UniPk,NA
HeLa+AC0-S3,PRDM1,Stanford,None,PRDM1+AF8-(9115),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Prdm19115IggrabUniPk,IgG+AC0-rab
A549,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhA549Rad21IggrabUniPk,IgG+AC0-rab
GM12878,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Rad21IggrabUniPk,IgG+AC0-rab
GM12878,RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Rad21V0416101UniPk,NA
H1+AC0-hESC,RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescRad21V0416102UniPk,NA
H1+AC0-hESC,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescRad21IggrabUniPk,IgG+AC0-rab
HeLa+AC0-S3,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Rad21IggrabUniPk,IgG+AC0-rab
HepG2,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Rad21IggrabUniPk,IgG+AC0-rab
HepG2,RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk,NA
IMR90,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhImr90Rad21IggrabUniPk,IgG+AC0-rab
K562,RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk,NA
SK+AC0-N+AC0-SH (Retinoic Acid),RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk,NA
H1+AC0-hESC,RBBP5,Broad,None,RBBP5+AF8-(A300+AC0-109A),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadH1hescRbbp5a300109aUniPk,std
K562,RBBP5,Broad,None,RBBP5+AF8-(A300+AC0-109A),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadK562Rbbp5a300109aUniPk,std
HeLa+AC0-S3,RCOR1,Stanford,None,COREST+AF8-(sc+AC0-30189),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Corestsc30189IggrabUniPk,IgG+AC0-rab
HepG2,RCOR1,Stanford,None,COREST+AF8-(sc+AC0-30189),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Corestsc30189IggrabUniPk,IgG+AC0-rab
K562,RCOR1,Stanford,None,COREST+AF8-(sc+AC0-30189),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Corestsc30189IggrabUniPk,IgG+AC0-rab
K562,RCOR1,Stanford,None,COREST+AF8-(ab24166),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk,IgG+AC0-rab
GM12878,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878NrsfPcr1xUniPk,NA
H1+AC0-hESC,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescNrsfV0416102UniPk,NA
HeLa+AC0-S3,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHelas3NrsfPcr1xUniPk,NA
HepG2,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2NrsfV0416101UniPk,NA
HepG2,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk,NA
K562,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk,NA
PANC+AC0-1,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPanc1NrsfPcr2xUniPk,NA
PFSK+AC0-1,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk,NA
SK+AC0-N+AC0-SH,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshNrsfV0416101UniPk,NA
SK+AC0-N+AC0-SH,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshNrsfPcr2xUniPk,NA
U87,REST,HudsonAlpha,None,NRSF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibU87NrsfPcr2xUniPk,NA
GM12878,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Rfx5200401194IggmusUniPk,IgG+AC0-mus
H1+AC0-hESC,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescRfx5200401194IggrabUniPk,IgG+AC0-rab
HeLa+AC0-S3,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk,IgG+AC0-rab
HepG2,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Rfx5200401194IggrabUniPk,IgG+AC0-rab
K562,RFX5,Stanford,None,RFX5+AF8-(200+AC0-401+AC0-194),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk,IgG+AC0-rab
HeLa+AC0-S3,RPC155,Harvard,None,RPC155,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Rpc155UniPk,std
GM12878,RUNX3,HudsonAlpha,None,RUNX3+AF8-(SC+AC0-101553),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk,NA
GM12878,RXRA,HudsonAlpha,None,RXRA,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878RxraPcr1xUniPk,NA
HepG2,RXRA,HudsonAlpha,None,RXRA,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk,NA
K562,SAP30,Broad,None,SAP30+AF8-(39731),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadK562Sap3039731UniPk,std
K562,SETDB1,USC,None,SETDB1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Setdb1UcdUniPk,UCDavis
U2OS,SETDB1,USC,None,SETDB1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhU2osSetdb1UcdUniPk,UCDavis
GM12878,SIN3A,Stanford,None,SIN3A+AF8-(NB600+AC0-1263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Sin3anb6001263IggmusUniPk,IgG+AC0-mus
H1+AC0-hESC,SIN3A,Stanford,None,SIN3A+AF8-(NB600+AC0-1263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescSin3anb6001263IggrabUniPk,IgG+AC0-rab
H1+AC0-hESC,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSin3ak20Pcr1xUniPk,NA
HepG2,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Sin3ak20Pcr1xUniPk,NA
K562,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk,NA
PFSK+AC0-1,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPfsk1Sin3ak20V0416101UniPk,NA
SK+AC0-N+AC0-SH,SIN3AK20,HudsonAlpha,None,Sin3Ak+AC0-20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshSin3ak20V0416101UniPk,NA
K562,SIRT6,Harvard,None,SIRT6,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Sirt6UniPk,std
GM12878,SIX5,HudsonAlpha,None,SIX5,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Six5Pcr1xUniPk,NA
H1+AC0-hESC,SIX5,HudsonAlpha,None,SIX5,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSix5Pcr1xUniPk,NA
K562,SIX5,HudsonAlpha,None,SIX5,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk,NA
HeLa+AC0-S3,SMARCB1,Stanford,None,Ini1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Ini1IggmusUniPk,IgG+AC0-mus
GM12878,SMC3,Stanford,None,SMC3+AF8-(ab9263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk,IgG+AC0-mus
HeLa+AC0-S3,SMC3,Stanford,None,SMC3+AF8-(ab9263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Smc3ab9263IggrabUniPk,IgG+AC0-rab
HepG2,SMC3,Stanford,None,SMC3+AF8-(ab9263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Smc3ab9263IggrabUniPk,IgG+AC0-rab
K562,SMC3,Stanford,None,SMC3+AF8-(ab9263),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Smc3ab9263IggrabUniPk,IgG+AC0-rab
GM12878,SP1,HudsonAlpha,None,SP1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Sp1Pcr1xUniPk,NA
H1+AC0-hESC,SP1,HudsonAlpha,None,SP1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSp1Pcr1xUniPk,NA
HepG2,SP1,HudsonAlpha,None,SP1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk,NA
K562,SP1,HudsonAlpha,None,SP1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk,NA
H1+AC0-hESC,SP2,HudsonAlpha,None,SP2+AF8-(SC+AC0-643),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk,NA
K562,SP2,HudsonAlpha,None,SP2+AF8-(SC+AC0-643),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk,NA
H1+AC0-hESC,SP4,HudsonAlpha,None,SP4+AF8-(V+AC0-20),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSp4v20V0422111UniPk,NA
GM12878,SPI1,HudsonAlpha,None,PU.1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk,NA
GM12891,SPI1,HudsonAlpha,None,PU.1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Pu1Pcr1xUniPk,NA
K562,SPI1,HudsonAlpha,None,PU.1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk,NA
H1+AC0-hESC,SRF,HudsonAlpha,None,SRF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescSrfPcr1xUniPk,NA
HepG2,SRF,HudsonAlpha,None,SRF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk,NA
K562,SRF,HudsonAlpha,None,SRF,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562SrfV0416101UniPk,NA
HeLa+AC0-S3,STAT3,Stanford,None,STAT3,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Stat3IggrabUniPk,IgG+AC0-rab
GM12878,STAT5A,HudsonAlpha,None,STAT5A+AF8-(SC+AC0-74442),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk,NA
K562,STAT5A,HudsonAlpha,None,STAT5A+AF8-(SC+AC0-74442),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk,NA
H1+AC0-hESC,SUZ12,USC,None,SUZ12,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescSuz12UcdUniPk,UCDavis
GM12878,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Taf1Pcr1xUniPk,NA
GM12891,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Taf1Pcr1xUniPk,NA
GM12892,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12892Taf1V0416102UniPk,NA
H1+AC0-hESC,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescTaf1V0416102UniPk,NA
HeLa+AC0-S3,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk,NA
HepG2,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Taf1Pcr2xUniPk,NA
K562,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk,NA
PFSK+AC0-1,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPfsk1Taf1V0416101UniPk,NA
SK+AC0-N+AC0-SH,TAF1,HudsonAlpha,None,TAF1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshTaf1V0416101UniPk,NA
H1+AC0-hESC,TAF7,HudsonAlpha,None,TAF7+AF8-(SC+AC0-101167),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescTaf7sc101167V0416102UniPk,NA
K562,TAF7,HudsonAlpha,None,TAF7+AF8-(SC+AC0-101167),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk,NA
K562,TAL1,Stanford,None,TAL1+AF8-(SC+AC0-12984),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk,IgG+AC0-mus
GM12878,TBL1XR1,Stanford,None,TBLR1+AF8-(ab24550),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Tblr1ab24550IggmusUniPk,IgG+AC0-mus
K562,TBL1XR1,Stanford,None,TBLR1+AF8-(ab24550),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Tblr1ab24550IggrabUniPk,IgG+AC0-rab
K562,TBL1XR1,Stanford,None,TBLR1+AF8-(NB600+AC0-270),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Tblr1nb600270IggrabUniPk,IgG+AC0-rab
GM12878,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878TbpIggmusUniPk,IgG+AC0-mus
H1+AC0-hESC,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescTbpIggrabUniPk,IgG+AC0-rab
HeLa+AC0-S3,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3TbpIggrabUniPk,IgG+AC0-rab
HepG2,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2TbpIggrabUniPk,IgG+AC0-rab
K562,TBP,Stanford,None,TBP,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562TbpIggmusUniPk,IgG+AC0-mus
GM12878,TCF12,HudsonAlpha,None,TCF12,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Tcf12Pcr1xUniPk,NA
H1+AC0-hESC,TCF12,HudsonAlpha,None,TCF12,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk,NA
HepG2,TCF12,HudsonAlpha,None,TCF12,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Tcf12Pcr1xUniPk,NA
GM12878,TCF3,HudsonAlpha,None,TCF3+AF8-(SC+AC0-349),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk,NA
HCT+AC0-116,TCF7L2,USC,None,TCF7L2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHct116Tcf7l2UcdUniPk,UCDavis
HEK293,TCF7L2,USC,None,TCF7L2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk,UCDavis
HeLa+AC0-S3,TCF7L2,USC,None,TCF7L2+AF8-C9B9+AF8-(2565),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Tcf7l2c9b92565UcdUniPk,UCDavis
MCF+AC0-7,TCF7L2,USC,None,TCF7L2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhMcf7Tcf7l2UcdUniPk,UCDavis
PANC+AC0-1,TCF7L2,USC,None,TCF7L2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk,UCDavis
H1+AC0-hESC,TEAD4,HudsonAlpha,None,TEAD4+AF8-(SC+AC0-101184),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk,NA
HepG2,TEAD4,HudsonAlpha,None,TEAD4+AF8-(SC+AC0-101184),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Tead4sc101184V0422111UniPk,NA
K562,TEAD4,HudsonAlpha,None,TEAD4+AF8-(SC+AC0-101184),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk,NA
HeLa+AC0-S3,TFAP2A,USC,None,AP+AC0-2alpha,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Ap2alphaUniPk,std
HeLa+AC0-S3,TFAP2C,USC,None,AP+AC0-2gamma,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk,std
K562,THAP1,HudsonAlpha,None,THAP1+AF8-(SC+AC0-98174),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk,NA
K562,TRIM28,HudsonAlpha,None,TRIM28+AF8-(SC+AC0-81411),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk,NA
K562,UBTF,Stanford,None,UBF+AF8-(sc+AC0-13125),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Ubfsc13125IggmusUniPk,IgG+AC0-mus
K562,UBTF,Stanford,None,UBTF+AF8-(SAB1404509),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Ubtfsab1404509IggmusUniPk,IgG+AC0-mus
GM12878,USF1,HudsonAlpha,None,USF+AC0-1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Usf1Pcr2xUniPk,NA
H1+AC0-hESC,USF1,HudsonAlpha,None,USF+AC0-1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk,NA
HepG2,USF1,HudsonAlpha,None,USF+AC0-1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk,NA
K562,USF1,HudsonAlpha,None,USF+AC0-1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk,NA
SK+AC0-N+AC0-SH (Retinoic Acid),USF1,HudsonAlpha,None,USF1+AF8-(SC+AC0-8983),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshraUsf1sc8983V0416102UniPk,NA
GM12878,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Usf2IggmusUniPk,IgG+AC0-mus
H1+AC0-hESC,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescUsf2IggrabUniPk,IgG+AC0-rab
HeLa+AC0-S3,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Usf2IggmusUniPk,IgG+AC0-mus
HepG2,USF2,Stanford,None,USF2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Usf2IggrabUniPk,IgG+AC0-rab
