,CisFinder,DREME,MEME-ChIP
39,0.026412009174936912,0.06302091613108352,0.020711738923080425
40,0.02925541403546328,0.07015947768382746,0.015626672375040118
41,0.02270543008169157,0.07374759730898606,0.025213238827486828
42,0.008190008190008258,0.03612134862134864,0.018205705705705677
43,0.007507866698562848,0.06602506302559663,0.02911138509099609
44,0.01123653686826842,0.03124136978735159,0.015361778514222602
45,0.02442318925233644,0.08177570093457953,0.02550623052959511
46,0.02013123408368489,0.06803353346840901,0.011785043775675241
47,0.030921262352566203,0.07060886197003513,0.025365453800264115
48,0.004351438817458253,0.04305519111344358,0.028754482637977863
49,0.031098288897731807,0.0778352566653403,0.01949860724233987
50,0.017526881720430043,0.0599354838709677,0.03427956989247305
51,0.013203423784374446,0.05884629393553087,0.0008878164268804056
52,0.020392551585304397,0.059245093105183666,0.018037242073477566
53,0.030762128588215587,0.06960298808124898,0.013660399529964784
54,0.031288076588337654,0.09070931244560487,0.03361618798955612
55,0.013649254414051737,0.05179763974018847,0.008910438203275084
56,0.018559147488134697,0.05999820900868624,0.017596489657025094
57,0.03739434816016396,0.07685904550499445,0.020532741398446186
58,0.014000000000000012,0.0461318681318682,0.022615384615384593
59,0.0,0.04474505723204991,-0.0006937218175512294
60,0.01750074789520928,0.05696824650626098,0.03613402282148814
61,0.01772220835507954,0.05219088247974768,0.013728471260977093
62,0.020890331064028267,0.054442111514071745,0.025662234098958625
63,0.017037545338692284,0.05540633271247919,0.030291147926673867
64,0.017165551616600494,0.04925766985633184,0.016259295785910455
65,0.016843609636586376,0.05239383421804811,0.02102899142507142
66,0.019166542046757384,0.05540601166442349,0.04852699267234928
67,0.01607773464060891,0.05834484876401036,0.027856375161764313
68,0.02002320285309156,0.05959695784815022,0.019550552141967104
69,0.019134575853090308,0.061720570097300254,0.024479238043031426
70,0.01770464987611564,0.05951264102379061,0.004137499699309655
71,0.011873064710174908,0.05731416287004709,0.10238052975169121
72,0.022894762700206295,0.032982869869968234,0.004749271232517782
73,0.01831232353759893,0.05163637809679078,0.005984809321191387
74,0.01657076104356847,0.0570025526759832,0.0003461255570458288
75,0.01700788067017389,0.05482664638397672,0.013796454754811838
76,0.01723958333333342,0.051223958333333375,0.011406250000000062
77,0.01983247105198327,0.061961074156196116,0.011414962634474835
78,0.006964945971509651,0.056378801341396945,0.008312075439250166
79,0.00757627621460033,0.05428903950160879,0.054494420483329975
80,0.010909308877300239,0.04747347599352636,0.015944374512977255
81,0.02418734458020999,0.06021790078179512,0.0041326010340447805
82,0.018903103136364452,0.059792139705746594,0.0038396928245740813
83,0.020992837737712988,0.062219948488162924,0.009579084782838754
84,0.02238353196099674,0.06309859154929576,0.0010184182015168242
85,0.016999645348149905,0.05428537652204757,-0.0072112542853765005
86,0.02286671434486398,0.06144841344525165,0.014849249068393133
87,0.01606012658227851,0.05210970464135023,0.017299578059071785
88,0.01866121394748177,0.056715454154111056,-0.001980198019801982
89,0.015538650079774285,0.05369158554350595,0.02670705482461211
90,0.022341255042885755,0.06015866020273253,0.0023561718140828747
91,0.017044414817138476,0.04938174783677096,0.020913392413666854
92,0.021276132404181136,0.05942944250871074,0.017029616724738683
93,0.011633109619686777,0.05256093253267402,0.03892617449664426
94,0.015234441121706244,0.05323590814196244,0.014783050273655673
95,0.018286977970570772,0.056357914433954326,0.04638938504720591
96,0.01891815483202186,0.054115817744899375,0.014064929557555561
97,0.020051046893926228,0.06692334313895132,0.01747707215781269
98,0.01844637035859109,0.06605311282499804,0.014132941082929174
99,-0.007360873151849634,0.04721111745669149,0.030871248175645682
